tema,indicador,periodo,categoria,valor,unidade,territorio,nivel_geografico,status_publicacao,fonte_aba,referencia,fonte_url,data_extracao,observacao
mudas,bandejas_por_cultura,2026-07,Coentro,9,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,julho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=2114305544,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-07,Couve,10,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,julho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=2114305544,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-07,Rúcula,8,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,julho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=2114305544,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,bandejas_por_cultura,2026-07,Salsa,11,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,julho26,H4:Q40,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=2114305544,2026-09-17,Soma dos registros individuais; fecha com o total de bandejas da aba.
mudas,entregas_registradas,2026-01/2026-07,Total,69,entregas,Campo Grande (MS),municipio,apto_com_ressalva,abas mensais,Janeiro26 a julho26,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=0,2026-09-17,Agosto sem lançamentos na aba mensal. Não usar o total conflitante do DASHBOAD.
mudas,bandejas_entregues,2026-01/2026-07,Total,512,bandejas,Campo Grande (MS),municipio,apto_com_ressalva,abas mensais,Janeiro26 a julho26,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=0,2026-09-17,Agosto sem lançamentos na aba mensal. Não usar o total conflitante do DASHBOAD.
mudas,mudas_entregues,2026-01/2026-07,Total,105000,mudas,Campo Grande (MS),municipio,apto_com_ressalva,abas mensais,Janeiro26 a julho26,https://docs.google.com/spreadsheets/d/1u-nbp0DMjL0y5a2A-klO4wXbzHVN5Mrylr_OM6z8Iy0/edit#gid=0,2026-09-17,Agosto sem lançamentos na aba mensal. Não usar o total conflitante do DASHBOAD.
paa,valor_projetos,nao_informado,Total,497761.67,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,C7,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Cartão geral não reconcilia com o quadro por produto ou com a série mensal; confirmar recorte e período.
paa,valor_pago,nao_informado,Total,497761.13,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E7,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Cartão geral não reconcilia com o quadro por produto ou com a série mensal; confirmar recorte e período.
paa,valor_restante,nao_informado,Total,0.54,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G7,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Cartão geral não reconcilia com o quadro por produto ou com a série mensal; confirmar recorte e período.
paa,quantidade_prevista,nao_informado,Total,59361.62,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,C10,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Cartão geral não reconcilia com o quadro por produto ou com a série mensal; confirmar recorte e período.
paa,quantidade_entregue,nao_informado,Total,59361.62,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G10,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Cartão geral não reconcilia com o quadro por produto ou com a série mensal; confirmar recorte e período.
paa,quantidade_produto,nao_informado,ABACATE,1834.7,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E57,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,ABACATE,16824.2,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G57,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,ABACATE,11,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I57,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,"ABACAXI, havaí, pérola",1174.36,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E58,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,"ABACAXI, havaí, pérola",13516.88,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G58,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,"ABACAXI, havaí, pérola",4,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I58,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,"ABÓBORA, cabotiã, madura",2001.3,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E59,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,"ABÓBORA, cabotiã, madura",8805.72,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G59,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,"ABÓBORA, cabotiã, madura",12,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I59,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,"ABOBRINHA , menina",9939.3,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E60,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,"ABOBRINHA , menina",68382.38,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G60,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,"ABOBRINHA , menina",41,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I60,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,ALFACE,3387.02,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E63,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,ALFACE,47113.45,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G63,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,ALFACE,21,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I63,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,ALMEIRÃO,77,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E64,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,ALMEIRÃO,994.84,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G64,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,ALMEIRÃO,2,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I64,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,"BANANA, da terra",86,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E65,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,"BANANA, da terra",1066.4,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G65,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,"BANANA, da terra",2,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I65,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,"BANANA, maçã",25,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E66,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,"BANANA, maçã",338.5,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G66,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,"BANANA, maçã",1,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I66,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,"BANANA, nanica",25,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E67,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,"BANANA, nanica",166.25,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G67,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,"BANANA, nanica",1,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I67,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,"BANANA, prata",259.22,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E68,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,"BANANA, prata",2332.98,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G68,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,"BANANA, prata",2,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I68,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,BERINJELA,2273.5,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E70,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,BERINJELA,15346.13,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G70,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,BERINJELA,16,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I70,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,BETERRABA,50,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E71,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,BETERRABA,263,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G71,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,BETERRABA,1,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I71,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,CEBOLINHA,653,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E76,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,CEBOLINHA,11042.23,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G76,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,CEBOLINHA,15,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I76,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,CHICÓRIA,142,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E78,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,CHICÓRIA,1469.7,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G78,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,CHICÓRIA,2,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I78,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,COENTRO,73,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E80,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,COENTRO,1111.79,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G80,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,COENTRO,3,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I80,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,"COUVE, folha",5253.23,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E81,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,"COUVE, folha",68817.31,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G81,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,"COUVE, folha",34,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I81,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,JILÓ,14,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E86,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,JILÓ,167.58,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G86,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,JILÓ,2,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I86,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,"LARANJA, pêra",163.7,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E88,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,"LARANJA, pêra",957.64,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G88,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,"LARANJA, pêra",1,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I88,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,"LIMÃO, rosa",1503.14,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E89,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,"LIMÃO, rosa",10672.29,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G89,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,"LIMÃO, rosa",8,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I89,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,"LIMÃO, taiti",3848,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E90,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,"LIMÃO, taiti",22549.28,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G90,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,"LIMÃO, taiti",15,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I90,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,quantidade_produto,nao_informado,"MAMÃO, formosa",170,kg,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,E91,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,valor_produto,nao_informado,"MAMÃO, formosa",1489.2,BRL,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,G91,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
paa,solicitacoes_produto,nao_informado,"MAMÃO, formosa",2,solicitacoes,Campo Grande (MS),municipio,pendente_validacao,PaginaInicial,I91,https://docs.google.com/spreadsheets/d/1UoGr4IXi_aDUZgnWwnfaDpCFZGF8yqBKJDbx3aS9Hss/edit#gid=1205994769,2026-09-17,Quadro por produto; não somar solicitações como produtores únicos. Diverge do cartão geral.
